Title, Artist, Genre, Verse1, Verse2, Verse3, Verse4, Verse5, Verse6, Verse7, Verse8, Chorus1, Chorus2, Chorus3, Chorus4, Chorus5, Chorus6, Chorus7, Chorus8
Hollow Moon - Bad Wolf,Awolnation,Alternative,C,C,C,C,C,C,C,C,C,C,C,C,F,F,C,C
Pompeii,Bastille,Alternative,D,A,F#,E,E,D,A,F#,D,A,F#,E,D,A,F#,E
Hometown Glory,Adele,Alternative,,,,,,,,,B-,D-,D-,G-,B-,D-,D-,G-
Heart Is A Drum,Beck,Alternative,,,,,,,,,,,,,,,,
Heaven's Halberd,A Love Like Pi,Alternative,D,D,A,A,F,F,C,C,,,,,,,,
Telegraph Ave Oakland by Lloyd,Childish Gambino,Alternative,,,,,,,,,F,C,A,B-,,,,
Something About You,Hayden James,Alternative,G,D,C,C,,,,,,,,,,,,
Uninvited,Alanis Morissette,Alternative,D,G,D,D,G,D,G,D,D,D,G,D,G,,,
I Remember,AlunaGeorge,Alternative,,,,,,,,,D-,D-,D-,D-,D-,A-,A-,F
Do I Wanna Know,Arctic Monkeys,Alternative,G,E-,C,C,D,G,G,E-,G,G,E-,C,C,D,G,G
Somebody That I Used To Know,Gotye,Alternative,D,C,D,C,D,C,D,C,D,C,B-,C,D,C,B-,C
You Oughta Know,Alanis Morissette,Alternative,,,,,,,,,B,F#,E,A,B,F#,E,A
Milliontown,Frost,Alternative,D,B,D,B,D,B,D,B,F#,D#,B,F#,D#,B,D#,D#
Something Good,Alt-J,Alternative,E,C,G,E,C,G,E,C,E,D,G,B,E,D,G,B
Malibu,Hole,Alternative,,,,,,,,,G,E,D,A,G,E,D,A
Roll to Me,Del Amitri,Alternative,F#,F#,G#,B,F#,F#,G#,C#,,,,,,,,
Complicated,Avril Lavigne,Alternative,F,D,B-,C,,,,,D,B-,F,C,D,B-,F,C
Windowlicker,Aphex Twin,Alternative,C,E-,A-,F,C,E-,A-,F,,,,,,,,
Illest Alive,Clams Casino,Alternative,,,,,,,,,,,,,,,,
Spread Eagle Cross The Block,Death Grips,Alternative,B,B,C#,B,B,C#,B,B,,,,,,,,
Tiny,Dinosaur Jr,Alternative,,,,,,,,,D,A,D,E,,,,
When She's Near,Fiction Family,Alternative,C,C,C,C,G,C,C,G,A,C#,F#,C#,A,F#,C#,E
Katarakta ft Mela Koteluk,Daniel Bloom,Alternative,,,,,,,,,A,C,E,E,E,A,C,E
Sakuranbo,Ai Ootsuka,Alternative,,,,,,,,,D,G,D,E,B,C,D,B
I'm Like A Lawyer,Fall Out Boy,Alternative,B-,D-,B-,D-,B-,F,G-,B-,D-,B-,G-,D-,B-,G-,A-,
Thank You,Alanis Morissette,Alternative,,,,,,,,,G,C,C,G,G,C,C,G
One Day,Asaf Avidan,Alternative,,,,,,,,,D#,F#,C#,B,D#,F#,C#,B
What If,Emilie Autumn,Alternative,,,,,,,,,E,B,C#,A,E,B,C#,A
John Lennon - Imagine,A Perfect Circle,Alternative,,,,,,,,,,,,,,,,
Landslide,Dixie Chicks,Alternative,,,,,,,,,E,A,D,A,B,G,D,E
Lost Cause,Beck,Alternative,,,,,,,,,,,,,,,,
Stomach It - ft EDEN,Crywolf,Alternative,C#,E,G#,B,,,,,,,,,,,,
Lover To Lover,Florence and the Machine,Alternative,,,,,,,,,,,,,,,,
Just Can't Get Enough,Black Eyed Peas,Alternative,,,,,,,,,C,B-,E-,A-,C,B-,A-,C
Super Natural ft Carly Rae Jepsen,Danny L Harle,Alternative,,,,,,,,,E-,E-,G,A-,E-,E-,G,A-
Backseat ft Carly Rae Jepsen,Charli XCX,Alternative,B-,D,C,B-,D,C,B-,D,B-,D,C,B-,D,C,B-,D
Roygbiv,Boards of Canada,Alternative,B,D,G,D,A,G,D,B,F,D,B,D,A,G,B,F
start-end,EDEN,Alternative,,,,,,,,,,,,,,,,
Unravel,Bjork,Alternative,,,,,,,,,C,C,A,D,D,B,E,C
Battle Axe,Deftones,Alternative,,,,,,,,,,,,,,,,
Heroes,David Bowie,Alternative,,,,,,,,,D,D,G,G,G,G,G,D
Let Go,Frou Frou,Alternative,,,,,,,,,D,A,B-,F,D,A,B-,C
Ex's And Oh's,Elle King,Alternative,,,,,,,,,G,G,G,G,D,D,D,D
Whataya Want from Me,Adam Lambert,Alternative,B,A,D,G,D,G,B,A,G,A,B,D,G,A,B,D
Sail,Awolnation,Alternative,,,,,,,,,,,,,,,,
Rattle,Bingo Players,Alternative,F,A-,G,C,F,A-,G,C,,,,,,,,
Out Of My Head,Fastball,Alternative,E,G#,A,E,B,B,E,G#,E,B,C#,B,A,E,B,B
Help Me,Alkaline Trio,Alternative,,,,,,,,,,,,,,,,
What Would You Do,Bastille,Alternative,D,B-,F,C,D,B-,F,C,D,B-,F,C,D,B-,F,C
November Rain,Guns N' Roses,Alternative,E,C#,B,E,C#,B,,,C#,F#,B,C#,F#,B,,
Hyperballad,Bjork,Alternative,,,,,,,,,E-,F,G,F,E-,F,G,F
Major Minus,Coldplay,Alternative,,,,,,,,,,,,,,,,
Bachelorette,Bjork,Alternative,G,C,C,G,G,A,A,G,C,C,A-,D,C,C,A-,D
Broken Flowers,Danny L Harle,Alternative,,,,,,,,,A,E,F,C,G,D,F,C
The Universal,Blur,Alternative,,,,,,,,,,,,,,,,
Human Behaviour,Bjork,Alternative,A,A,A,A,A,A,A,A,B-,B-,B-,B-,B-,B-,B-,B-
At the River,Groove Armada,Alternative,,,,,,,,,,,,,,,,
Special,Garbage,Alternative,,,,,,,,,G,A-,A-,B-,B-,A-,A-,B-
How Big How Blue How Beautiful,Florence and the Machine,Alternative,,,,,,,,,,,,,,,,
Not Your Fault,Awolnation,Alternative,,,,,,,,,F,B-,D,C,F,B-,D,C
Blue Moon,Beck,Alternative,,,,,,,,,C,B-,D,F,C,B-,D,F
Daniel,Bats For Lashes,Alternative,,,,,,,,,G#,B,F#,E,F#,F#,G#,B
Untrust Us,Crystal Castles,Alternative,,,,,,,,,F#,D,A,C#,F#,D,A,C#
After Glow,Foals,Alternative,A,F,A,F,F,A,F,A,C,C,A,A,C,C,A,A
It's Oh So Quiet,Bjork,Alternative,B-,B-,B-,E-,F,G,F,A-,E-,B-,B-,B-,E-,A-,B-,A-
I Think I'm Paranoid,Garbage,Alternative,,,,,,,,,B-,F,B-,D,B-,F,B-,D
Saturnz Barz,Gorillaz,Alternative,,,,,,,,,F#,C#,D,B,F#,C#,D,B
End Credits,EDEN,Alternative,,,,,,,,,,,,,,,,
Casanova,Allie X,Alternative,G,B,E,G,B,E,G,B,G,A,B,E,G,A,B,E
Weight,Crywolf,Alternative,A,B,D,G,A,,,,,,,,,,,
What Kind of Man,Florence and the Machine,Alternative,,,,,,,,,C,A,B,E,C,A,B,E
Hand In My Pocket,Alanis Morissette,Alternative,,,,,,,,,G,D,C,G,G,G,D,D
All I Need,Air,Alternative,,,,,,,,,G,C,E,G,C,E,G,C
Army of Me,Bjork,Alternative,,,,,,,,,D,D,C,D,D,C,D,D
End Of Our Days,ARCHIVE,Alternative,B-,B-,B-,B-,A-,A-,A-,A-,,,,,,,,
Thinkin Bout You,Frank Ocean,Alternative,F,D,E,A,F,D,E,A,D,C,G,A,D,C,G,A
Put Your Number In My Phone,Ariel Pink,Alternative,,,,,,,,,B-,A-,D-,B-,E-,A-,A-,B-
The Way,Fastball,Alternative,F#,F#,B,B,C#,C#,F#,F#,A,E,F#,C#,D,A,E,E
Life Itself,Glass Animals,Alternative,C,B-,F,F,G,C,C,B-,C,G,G,F,G,C,C,G
Take Me Out,Franz Ferdinand,Alternative,A,D,G,B,E,A,D,G,E,E,E,E,E,E,A,C
Icarus,Bastille,Alternative,,,,,,,,,E,C,G,D,E,C,G,D
Snob,BRICH,Alternative,,,,,,,,,,,,,,,,
Days Go By - Acoustic,Dirty Vegas,Alternative,D,G,G,D,A,,,,D,A,G,G,G,D,A,G
White Noise feat AlunaGeorge,Disclosure,Alternative,,,,,,,,,,,,,,,,
Resonance,HOME,Alternative,,,,,,,,,,,,,,,,
A Contre-Courant,Alizee,Alternative,A,E,D,D,A,E,D,D,,,,,,,,
Mad World,Gary Jules,Alternative,F,A,E,B-,F,A,E,B-,F,B-,F,B-,,,,
I'm God,Clams Casino,Alternative,,,,,,,,,G,D,B,G,G,D,B,G
Lipgloss ft Cupcakke,Charli XCX,Alternative,,,,,,,,,F,A,C,D,F,A,C,D
Lola,The Kinks,Punk,E,E,A,D#,E,E,A,A,B,B,B,B,A,A,A,A
Heart Attack,Sum 41,Punk,,,,,,,,,F#,F#,F#,F#,E#,E#,B#,B#
Welcome To Paradise,Green Day,Punk,,,,,,,,,E-,E-,A-,C,E-,G,B-,B-
Always,Blink 182,Punk,,,,,,,,,B,D#,G#,E,B,D#,G#,E
The One With The Woes All Over It,The Mighty Mighty Bosstones,Punk,,,,,,,,,A,E,D,A,E,D,A,E
Go Down In History,Four Year Strong,Punk,,,,,,,,,F,C,B-,B-,C,F,C,B-
I've Seen Footage,Death Grips,Punk,,,,,,,,,,,,,,,,
Built This Pool,Blink-182,Punk,,,,,,,,,B,B,B,F#,G#,F#,E,B
Don't Get Deleted,Awreeoh,Punk,,,,,,,,,,,,,,,,
Don't Look Back Into The Sun,The Libertines,Punk,G,D,E,D,C,D,G,D,,,,,,,,
99 Red Ballons,Goldfinger,Punk,,,,,,,,,E,F#,A,B,E,F#,A,B
One Way Or Another,Blondie,Punk,,,,,,,,,G,B,A,B,A,D,G,B
Palm Trees,SWMRS,Punk,,,,,,,,,,,,,,,,
The Great Escape,Boys Like Girls,Punk,A,E,C#,A,E,B,A,,,,,,,,,
Spanish Bombs,The Clash,Punk,,,,,,,,,A,F#,C#,F#,C#,G#,A,F#
Keasbey Nights,Catch 22,Punk,,,,,,,,,A,D,A,E,A,D,A,E
Violet Stars Happy Hunting,Janelle Monae,Punk,,,,,,,,,A,F,D,F,A,F,D,F
Movies,Alien Ant Farm,Punk,,,,,,,,,A,A,E,F#,A,B,E,E
I Won't Lie Down,Face to Face,Punk,,,,,,,,,A-,B-,F,D-,A-,B-,F,D-
Spiderwebs,No Doubt,Punk,B-,B-,B-,C,D,F,G,B-,,,,,,,,
You Really Got Me,The Kinks,Punk,F,G,G,F,G,F,G,G,,,,,,,,
Licensed Love,Yearlong Hours,Punk,A,D,E,A,D,E,A,D,,,,,,,,
Basketcase,Green Day,Punk,E-,B-,C,G,A-,E-,B-,B-,E-,A-,B-,E-,D,C,A-,B-
History Of A Boring Town,Less Than Jake,Punk,,,,,,,,,A,E,F#,E,D,A,E,F#
Bored To Death,Blink 182,Punk,A,C,F,A,C,F,A,C,C,C,G,G,A,A,F,F
Love Will Tear Us Apart,Joy Division,Punk,,,,,,,,,E,D,D,D,D,D,B,A
I Miss You,Blink 182,Punk,B,F#,G#,F#,B,F#,G#,F#,B,F#,B,F#,E,B,F#,B
I'm Like A Lawyer,Fall Out Boy,Punk,B-,D-,B-,D-,B-,F,G-,B-,D-,B-,G-,D-,B-,G-,A-,
A Jackknife to a Swan,The Mighty Mighty Bosstones,Punk,,,,,,,,,G,D,E,C,G,D,E,C
96 Quite Bitter Beings,CKY,Punk,,,,,,,,,,,,,,,,
Leave It Alone,NOFX,Punk,F,F,C,C,D,C,B-,C,F,F,C,C,C,C,C,C
Bossman,Lucky Boys Confusion,Punk,,,,,,,,,D,D,D,G,G,D,D,D
Brutal Love,Green Day,Punk,,,,,,,,,,,,,,,,
You're Gonna Go Far Kid,The Offspring,Punk,A,F,C,G,A,F,C,G,,,,,,,,
Burning Down The House,Talking Heads,Punk,,,,,,,,,G,F,G,F,G,F,G,A
Centuries,Fall Out Boy,Punk,,,,,,,,,E,G,C,A,D,E,G,C
Sugar Free,The Mighty Mighty Bosstones,Punk,,,,,,,,,A,E,D,A,E,D,C#,D
That's What Friends Do,Spongebob Squarepants,Punk,,,,,,,,,,,,,,,,
The Quiet Things That No One Ever Knows,Brand New,Punk,F#,B,D#,B,F#,B,D#,B,F#,D#,B,C#,F#,D#,B,C#
Please Play This Song On The Radio,NOFX,Punk,,,,,,,,,G,D,E,C,C,C,G,G
Gold Slugs,DJ Khaled,Punk,,,,,,,,,E,F#,G#,F#,E,F#,G#,F#
Wrecking Hotel Rooms,MxPx,Punk,,,,,,,,,,,,,,,,
4ever,The Veronicas,Punk,F,F,B-,F,F,F,F,F,F,D-,A-,E-,F,D-,A-,E-
Supersonic,Bad Religion,Punk,E,G,E,C,B,E,G,E,C,D,G,D,C,D,G,B
False Alarm,The Weeknd,Punk,,,,,,,,,,,,,,,,
The Anthem,Good Charlotte,Punk,,,,,,,,,,,,,,,,
All Torn Down,The Living End,Punk,C#,C#,C#,C#,C#,C#,C#,C#,A,B,E,A,B,E,A,B
Ignorance,Paramore,Punk,B-,B-,B-,B-,E-,E-,G-,A-,,,,,,,,
Give It All,Rise Against,Punk,,,,,,,,,,,,,,,,
Jesus Christ,Brand New,Punk,,,,,,,,,,,,,,,,
Night Time My Time,Sky Ferreira,Punk,D,G,D,G,,,,,F,B-,F,B-,F,B-,G,E
Don't Worry Desmond Dekker,The Mighty Mighty Bosstones,Punk,,,,,,,,,A,E,D,A,E,A,E,D
Adam's Song,Blink 182,Punk,C,F,A,F,C,F,A,F,C,C,D,D,A,A,F,F
Dear Future Husband,Meghan Trainor,Punk,,,,,,,,,D-,A-,B-,D-,G-,A-,D-,
Thnks fr th Mmrs,Fall Out Boy,Punk,B-,B-,F,F,E-,B-,F,F,B-,G-,E-,G-,F,B-,G-,A-
Girlfriend,Avril Lavigne,Punk,D,A,F#,F#,G,,,,D,A,B,G,D,A,B,G
Viva La Gloria,Green Day,Punk,,,,,,,,,,,,,,,,
Dammit,Blink 182,Punk,,,,,,,,,,,,,,,,
Audience Of One,Rise Against,Punk,,,,,,,,,B-,G-,D-,A-,B-,G-,D-,A-
2000 Light Years Away,Green Day,Punk,B-,F,B-,F,B-,F,B-,F,,,,,,,,
Here's Your Letter,Blink-182,Punk,,,,,,,,,A,C#,E,F#,D,A,C#,E
God Save The Queen,Sex Pistols,Punk,,,,,,,,,,,,,,,,
No Reason,Sum 41,Punk,,,,,,,,,C#,B,F#,C#,B,F#,C#,D#
High School Never Ends,Bowling For Soup,Punk,,,,,,,,,A,A,D,A,D,A,E,A
Snob,BRICH,Punk,,,,,,,,,,,,,,,,
Shoplifter,Green Day,Punk,E,A,E,E,B,E,A,E,C#,E,C#,A,B,B,B,B
Heathens,Twenty One Pilots,Punk,C,A,E,C,A,E,C,A,,,,,,,,
Whatsername,Green Day,Punk,D,D,B,B,D,D,B,B,,,,,,,,
Angels With Dirty Faces,Sum 41,Punk,,,,,,,,,,,,,,,,
Untitled,Simple Plan,Punk,,,,,,,,,D#,C#,F#,D#,B,C#,F#,D#
The Death of St Jimmy,Green Day,Punk,,,,,,,,,F#,E,A,F#,E,A,F#,E
Come As You Are,Nirvana,Punk,E,D,E,D,,,,,,,,,,,,
Flagpole Sitta,Harvey Danger,Punk,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D
The Only Exception,Paramore,Punk,B,B,D,E,B,B,D,E,B,B,D,E,B,B,D,E
My Boo,Ghost Town DJs,Hip-Hop-Rap,,,,,,,,,D,A,F#,E,A,D,A,F#
Title Screen,Buck Bumble,Hip-Hop-Rap,A,C,F,E,A,C,F,E,,,,,,,,
i hate u i love u,Gnash,Hip-Hop-Rap,,,,,,,,,,,,,,,,
What It Takes,Big Remo,Hip-Hop-Rap,,,,,,,,,,,,,,,,
The Groove,Gangrene,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Kong,Bonobo,Hip-Hop-Rap,F#,E#,B,E#,F#,E#,B,E#,,,,,,,,
Fergalicious,Fergie,Hip-Hop-Rap,,,,,,,,,B-,B-,B-,B-,B-,A-,B-,B-
Hold On We're Going Home,Drake,Hip-Hop-Rap,B,A,A,D,D,F#,E,B,E,B,B,A,A,D,D,F#
Whistle,Flo Rida,Hip-Hop-Rap,,,,,,,,,G,A,F,C,G,A,F,C
I've Seen Footage,Death Grips,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Bonita Applebum,A Tribe Called Quest,Hip-Hop-Rap,,,,,,,,,E,F,F,E,E,F,F,E
Forget You,Cee Lo Green,Hip-Hop-Rap,C,C,G,F,C,C,G,F,,,,,,,,
Body Party,Ciara,Hip-Hop-Rap,D,E,F#,E,A,D,E,F#,,,,,,,,
Aquafina,Falcons,Hip-Hop-Rap,,,,,,,,,B,F#,D#,B,F#,D#,,
Don't Get Deleted,Awreeoh,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Lass Liegen,Alligatoah,Hip-Hop-Rap,,,,,,,,,D,C,F,C,D,C,F,C
Suga Suga ft Frankie J,Baby Bash,Hip-Hop-Rap,,,,,,,,,G#,D#,B,C#,C#,G#,D#,B
Run Alone,360,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Baby's On Fire,Die Antwoord,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Imaginary Places,Busdriver,Hip-Hop-Rap,B,F#,B,F#,B,F#,B,,,,,,,,,
Changes,2pac,Hip-Hop-Rap,A,E,D,C,G,D,C,A,G,D,C,G,D,C,G,D
Best Friend - Wave Racer Remix,Foster the People,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Girls Just Want To Have Fun,Cyndi Lauper,Hip-Hop-Rap,F#,F#,F#,F#,D#,D#,D#,D#,,,,,,,,
I Cry,Flo Rida,Hip-Hop-Rap,,,,,,,,,E,C,D,A,B,C,D,E
Marvin's Room,Drake,Hip-Hop-Rap,,,,,,,,,F,G,A,C,F,G,A,C
Just A Friend,Biz Markie,Hip-Hop-Rap,,,,,,,,,C,D,D,D,G,C,D,D
I Want to Know What Love Is,Foreigner,Hip-Hop-Rap,D#,C#,F#,B,D#,C#,F#,B,F#,D#,C#,G#,D#,C#,F#,D#
Snowcone,deadmau5,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Bring It All To Me,Blaque,Hip-Hop-Rap,,,,,,,,,G,F,G,C,C,G,F,G
Flutter,Bonobo,Hip-Hop-Rap,,,,,,,,,,,,,,,,
We Need A Resolution,Aaliyah,Hip-Hop-Rap,C#,B,B,B,B,C#,C#,B,C#,B,B,B,B,B,C#,C#
Spread Eagle Cross The Block,Death Grips,Hip-Hop-Rap,B,B,C#,B,B,C#,B,B,,,,,,,,
Lose Yourself,Eminem,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Terrorist Threats,Ab-Soul,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Baby Blue,Action Bronson ft Chance The Rapper,Hip-Hop-Rap,,,,,,,,,C#,C#,C#,C#,C#,C#,E,C#
Let's Get It Started,Black Eyed Peas,Hip-Hop-Rap,,,,,,,,,G,F#,B,D,G,F#,B,D
Koenig der Alpen,Crack Ignaz,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Arrows,Fences,Hip-Hop-Rap,G,C,E,C,G,C,E,C,C,E,G,C,G,C,E,G
Wake Me Up,Avicii,Hip-Hop-Rap,B,G,D,D,B,G,D,F#,B,G,D,D,B,G,D,F#
Once In A Lifetime,Flo Rida,Hip-Hop-Rap,,,,,,,,,,,,,,,,
All I Do Is Win,DJ Khaled,Hip-Hop-Rap,,,,,,,,,B-,C,D,B-,C,B-,C,D
Nothing Owed,Bonobo,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Right Round feat Kesha,FloRida,Hip-Hop-Rap,,,,,,,,,A,C,G,A,G,D,A,A
Pop Style,Drake,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Llama In My Living Room,AronChupa,Hip-Hop-Rap,F,D-,E-,F,F,D-,E-,F,,,,,,,,
Follow My Lead,50 Cent,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Stakes Is High,Dela,Hip-Hop-Rap,,,,,,,,,,,,,,,,
The Quantum Reproach,Black Boss,Hip-Hop-Rap,E-,G-,B-,A-,E-,G-,B-,A-,,,,,,,,
Daylight,Aesop Rock,Hip-Hop-Rap,,,,,,,,,,,,,,,,
How Will I Go,Guilty Simpson and Apollo Brown,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Hot N-gga,Bobby Shmurda,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Lauw,Boef,Hip-Hop-Rap,,,,,,,,,A,A,A,F,G,A,A,A
Traum,CRO,Hip-Hop-Rap,,,,,,,,,A,C,G,F,A,C,G,F
Take Care,Drake,Hip-Hop-Rap,C,B-,A-,C,B-,A-,C,B-,,,,,,,,
Trophies,Drake,Hip-Hop-Rap,,,,,,,,,,,,,,,,
I Love College,Asher Roth,Hip-Hop-Rap,,,,,,,,,C,E-,A-,E-,B-,C,A-,E-
I'm On One,DJ Khaled,Hip-Hop-Rap,,,,,,,,,,,,,,,,
679,Fetty Wap,Hip-Hop-Rap,,,,,,,,,G,F#,B,D,G,F#,B,G
Word Up,Cameo,Hip-Hop-Rap,,,,,,,,,F#,E,D,D,E,E,F#,F#
Find A Way,A Tribe Called Quest,Hip-Hop-Rap,,,,,,,,,G#,B,C#,C#,C#,G#,B,C#
The Monster,Eminem feat Rihanna,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Who Dat Girl,Flo Rida,Hip-Hop-Rap,,,,,,,,,A-,E-,F,F,E-,A-,A-,E-
Feel Good Inc,Gorillaz,Hip-Hop-Rap,,,,,,,,,D#,C#,G#,A#,D#,C#,G#,A#
Mask Off,Future,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Can't Believe It,Flo Rida,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Worth It,Fifth Harmony,Hip-Hop-Rap,,,,,,,,,A-,E-,C,B-,G,A-,E-,C
Gangsta's Paradise,Coolio,Hip-Hop-Rap,,,,,,,,,A-,E-,A-,G,C,G,C,A-
El Toro,Bonobo,Hip-Hop-Rap,,,,,,,,,F#,C#,A,D,C#,D,C#,F#
Snakehips,All My Friends ft Tinashe - Chance The Rapper,Hip-Hop-Rap,A,C,F,C,F,D,A,C,,,,,,,,
Electric Relaxation,A Tribe Called Quest,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Skyscraper,Demi Lovato,Hip-Hop-Rap,,,,,,,,,G,C,E,D,G,C,E,D
Massage Situation,Flying Lotus,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Signs,Apollo Brown and OC,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Memories,David Guetta,Hip-Hop-Rap,B-,A,E-,B-,A,E-,B-,A,,,,,,,,
Where To Go Now,Eric Lau,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Saturnz Barz,Gorillaz,Hip-Hop-Rap,,,,,,,,,F#,C#,D,B,F#,C#,D,B
El Poeta,Chino y Nacho,Hip-Hop-Rap,,,,,,,,,C,G,F,G,C,G,F,G
Club Can't Handle Me,Flo Rida,Hip-Hop-Rap,C,E,F,C,E,F,F,A,C,C,F,F,C,C,F,F
Crazy In Love Ft Jay-Z,Beyonce,Hip-Hop-Rap,,,,,,,,,B,G,B,G,B,G,B,G
Flyerthanshe,AFTA-1,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Here,Eric Lau,Hip-Hop-Rap,,,,,,,,,,,,,,,,
The Real Slim Shady,Eminem,Hip-Hop-Rap,,,,,,,,,,,,,,,,
No No No Part 2,Destiny's Child,Hip-Hop-Rap,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
The Questions,Common,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Hard Candy,DJ Mitsu The Beats,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Hotline Bling,Drake,Hip-Hop-Rap,,,,,,,,,B-,A,B-,A,B-,A,B-,A
Sweet Nothing,Elaquent,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Mean What I Mean ft Leikeli47 and Dreezy,AlunaGeorge,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Dirrty,Christina Aguilera,Hip-Hop-Rap,,,,,,,,,G,G,G,G,G,G,G,G
Mockingbird,Eminem,Hip-Hop-Rap,,,,,,,,,,,,,,,,
1999,Binary Finary,Hip-Hop-Rap,,,,,,,,,B,B,C#,D#,D#,B,E,F#
Love Sosa,Chief Keef,Hip-Hop-Rap,,,,,,,,,F,E-,F,E-,F,E-,F,E-
Still Dre,Dr DRE,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Child's Play,Drake,Hip-Hop-Rap,,,,,,,,,,,,,,,,
All In Forms,Bonobo,Hip-Hop-Rap,C#,E,A,G#,E,C#,E,A,,,,,,,,
American Boy,Estelle,Hip-Hop-Rap,E,C,A,A,D,E,C,A,E,E,E,C,C,C,A,A
Trap Queen,Fetty Wap,Hip-Hop-Rap,,,,,,,,,A,G,E,A,G,E,E,A
Dirt Bells,Black Milk,Hip-Hop-Rap,,,,,,,,,,,,,,,,
Lipgloss ft Cupcakke,Charli XCX,Hip-Hop-Rap,,,,,,,,,F,A,C,D,F,A,C,D
Lujon,Henry Mancini,Jazz,B-,B-,B-,B-,E-,E-,B-,B-,,,,,,,,
Later Tonight,Brian Culbertson,Jazz,,,,,,,,,D,G,A,F#,G,B,A,A
What a Wonderful World,Louis Armstrong,Jazz,F,A,B-,A,G,F,C,D,,,,,,,,
Wiggle,Jason Derulo feat Snoop Dogg,Jazz,,,,,,,,,A,F,A,A,F,A,A,F
Kong,Bonobo,Jazz,F#,E#,B,E#,F#,E#,B,E#,,,,,,,,
Trauma Center Under The Knife 2 - Gentle Breeze,Manabu Namiki,Jazz,,,,,,,,,,,,,,,,
Doppelganger,Haywyre,Jazz,,,,,,,,,,,,,,,,
Just the Two of Us,Grover Washington Jr and Bill Withers,Jazz,,,,,,,,,D-,C,F,E-,E-,C,D-,C
As Time Goes By,Dooley Wilson,Jazz,E-,A-,A-,A-,D-,A-,D-,C,,,,,,,,
Mii Channel,Kazumi Totaka,Jazz,B,E,E,E,A#,B,E,C#,E,E,A#,E,D#,B,D#,B
Water Ways Flow Backward Again,Akiko Yano,Jazz,,,,,,,,,,,,,,,,
Please Don't Shoot the Trombone Players,Andy Clark,Jazz,F,F,C,C,C,C,F,F,G,G,D,D,D,D,G,C
Giant Steps,John Coltrane,Jazz,,,,,,,,,B,D,G,B,E,A,D,G
Countdown,John Coltrane,Jazz,,,,,,,,,E-,F,B-,D,G,F,D,D
Maiden Voyage,Herbie Hancock,Jazz,,,,,,,,,,,,,,,,
Aguas De Marco,Elis Regina and Antonio Carlos Jobim,Jazz,B-,B-,E-,C,B-,F,E-,A,,,,,,,,
Kogi,Jacob Mann,Jazz,,,,,,,,,,,,,,,,
Libertango,Astor Piazzolla,Jazz,,,,,,,,,A,B,A,A,C,B,B,E
Walt Graces Submarine Test January 1967,John Mayer,Jazz,F#,G#,A#,D#,C#,B,,,F#,B,C#,F#,B,G#,C#,F#
All Clowns,Jerry Paper,Jazz,B-,C,B-,B-,C,,,,,,,,,,,
Sophisticated Lady,Duke Ellington,Jazz,E-,G,E-,F,E-,A-,A-,E-,,,,,,,,
Pretty Thoughts - FKJ Remix,Alina Baraz and Galimatias,Jazz,,,,,,,,,,,,,,,,
Yardbird Suite,Charlie Parker,Jazz,,,,,,,,,C,F,B,C,B,A,D,G
Epic Sax Guy,Epic Sax Guy,Jazz,D,B-,F,A,,,,,,,,,,,,
Flutter,Bonobo,Jazz,,,,,,,,,,,,,,,,
Milord,Edith Piaf,Jazz,,,,,,,,,D,G,D,A,A,D,G,D
Super Mario 64 - Bob-Omb Battlefield,Koji Kondo,Jazz,,,,,,,,,F,E,D,C,F,E,D,C
Moving Around E,Alex Argento,Jazz,,,,,,,,,B-,C,D-,B-,D-,C,G-,E-
sunday Morning,Maroon5,Jazz,D,G,C,D,G,C,D,G,,,,,,,,
